SOC Code,Occupation Title,Star Rating,Employment Estimates 2012,Employment Estimates 2022,Annual Growth Rate,Annual Openings Growth,Annual Openings Replacements,Annual Openings Total,Hourly Wages Inexperienced,Hourly Wages Median,Education,Work Experience,Job Training
47-2021,Brickmasons and Blockmasons,4,450,670,4.9,20,10,30,18.40,21.80,High school diploma or equivalent,None,Apprenticeship
47-2031,Carpenters,3,4940,6370,2.9,140,60,200,11.80,17.20,High school diploma or equivalent,None,Apprenticeship
47-2044,Tile and Marble Setters,4,550,740,3.5,20,10,30,14.80,19.00,Less than high school,None,Long-term on-the-job training
47-2051,Cement Masons and Concrete Finishers,3,950,1150,2.2,20,10,30,13.50,16.50,Less than high school,None,Moderate-term on-the-job training
47-2061,Construction Laborers,3,6030,7330,2.2,130,130,260,10.40,14.00,Less than high school,None,Short-term on-the-job training
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",3,170,200,1.5,0,0,10,13.80,17.70,High school diploma or equivalent,None,Moderate-term on-the-job training
47-2073,Operating Engineers and Other Construction Equipment Operators,4,3020,3360,1.1,30,70,100,19.20,23.50,High school diploma or equivalent,None,Moderate-term on-the-job training
47-2081,Drywall and Ceiling Tile Installers,3,870,1220,4,30,10,40,12.90,15.90,Less than high school,None,Moderate-term on-the-job training
47-2111,Electricians,4,3200,3650,1.4,50,60,110,16.70,23.00,High school diploma or equivalent,None,Apprenticeship
47-2121,Glaziers,3,300,360,2,10,10,10,14.80,19.70,High school diploma or equivalent,None,Apprenticeship
47-2141,"Painters, Construction and Maintenance",3,1610,2260,4,70,20,90,12.20,16.70,Less than high school,None,Moderate-term on-the-job training
47-2151,Pipelayers,3,160,180,1.6,0,0,10,14.10,17.10,Less than high school,None,Short-term on-the-job training
47-2161,Plasterers and Stucco Masons,3,300,410,3.4,10,0,10,12.70,14.00,Less than high school,None,Long-term on-the-job training
47-2171,Reinforcing Iron and Rebar Workers,3,120,150,1.8,0,0,0,15.10,17.40,High school diploma or equivalent,None,Apprenticeship
47-2181,Roofers,3,790,940,2,20,20,30,12.30,15.90,Less than high school,None,Moderate-term on-the-job training
47-2211,Sheet Metal Workers,4,830,950,1.5,10,20,30,14.20,19.80,High school diploma or equivalent,None,Apprenticeship
47-2221,Structural Iron and Steel Workers,4,560,690,2.2,10,20,30,16.70,22.90,High school diploma or equivalent,None,Apprenticeship
47-3000,"Helpers, Construction Trades",,990,1260,2.7,30,20,40,,,,,
47-3012,Helpers--Carpenters,1,210,240,1.4,0,0,10,10.60,13.70,Less than high school,None,Short-term on-the-job training
47-3013,Helpers--Electricians,1,120,150,2.2,0,0,10,10.60,13.10,High school diploma or equivalent,None,Short-term on-the-job training
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1,120,140,1.4,0,0,0,10.40,11.50,High school diploma or equivalent,None,Short-term on-the-job training
47-3019,"Helpers, Construction Trades, All Other",1,60,80,2.1,0,0,0,12.20,14.10,Less than high school,None,Short-term on-the-job training
47-4000,Other Construction and Related Workers,,1470,1730,1.8,30,30,60,,,,,
47-4011,Construction and Building Inspectors,4,470,570,2.2,10,10,20,20.40,26.70,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training
47-4021,Elevator Installers and Repairers,2,290,320,1.1,0,10,10,29.60,36.70,High school diploma or equivalent,None,Apprenticeship
47-4041,Hazardous Materials Removal Workers,2,130,150,1.6,0,0,10,11.30,17.10,High school diploma or equivalent,None,Moderate-term on-the-job training
47-4051,Highway Maintenance Workers,3,320,360,1.1,0,10,10,14.60,17.70,High school diploma or equivalent,None,Moderate-term on-the-job training
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,3,170,220,2.9,10,0,10,9.70,14.80,Less than high school,None,Moderate-term on-the-job training
47-5000,Extraction Workers,,1930,2260,1.7,40,50,80,,,,,
47-5021,"Earth Drillers, Except Oil and Gas",4,270,340,2.7,10,10,10,20.10,24.70,High school diploma or equivalent,None,Moderate-term on-the-job training
47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",,50,50,-0.2,0,0,0,23.10,23.70,High school diploma or equivalent,Less than 5 years,Long-term on-the-job training
47-5071,"Roustabouts, Oil and Gas",3,380,490,2.7,10,10,20,14.70,18.70,Less than high school,None,Moderate-term on-the-job training
47-5081,Helpers--Extraction Workers,3,310,390,2.6,10,10,20,15.60,16.90,High school diploma or equivalent,None,Moderate-term on-the-job training
49-0000,"Installation, Maintenance, and Repair Occupations",,26210,31610,2.1,540,610,1150,13.20,21.20,,,
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",,2340,2790,1.9,50,60,110,,,,,
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",5,2340,2790,1.9,50,60,110,22.20,32.30,High school diploma or equivalent,Less than 5 years,None
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",,3010,3390,1.3,40,50,90,,,,,
49-2011,"Computer, Automated Teller, and Office Machine Repairers",3,630,730,1.5,10,10,20,11.70,17.00,"Some college, no degree",None,None
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",4,1370,1500,1,10,20,30,18.50,30.20,Postsecondary non-degree award,None,Moderate-term on-the-job training
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2,220,240,1,0,0,10,19.00,23.10,Postsecondary non-degree award,None,Long-term on-the-job training
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",2,180,200,1.1,0,0,0,,,Postsecondary non-degree award,None,Short-term on-the-job training
49-2098,Security and Fire Alarm Systems Installers,4,310,390,2.8,10,10,20,15.70,20.70,High school diploma or equivalent,None,Moderate-term on-the-job training
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",,8840,10610,2,180,220,400,,,,,
49-3011,Aircraft Mechanics and Service Technicians,3,580,660,1.3,10,20,20,18.50,26.90,Postsecondary non-degree award,None,None
49-3021,Automotive Body and Related Repairers,4,850,1060,2.6,20,20,40,11.50,17.00,High school diploma or equivalent,None,Moderate-term on-the-job training
49-3023,Automotive Service Technicians and Mechanics,4,3220,3920,2.2,70,80,150,11.30,17.40,High school diploma or equivalent,None,Long-term on-the-job training
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,4,1870,2200,1.8,30,40,70,14.60,20.70,High school diploma or equivalent,None,Long-term on-the-job training
49-3041,Farm Equipment Mechanics and Service Technicians,3,80,80,0.4,0,0,0,14.30,19.70,High school diploma or equivalent,None,Long-term on-the-job training
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",5,1340,1600,1.9,30,40,70,20.10,25.80,High school diploma or equivalent,None,Long-term on-the-job training
49-3052,Motorcycle Mechanics,3,60,70,1.9,0,0,0,10.20,14.60,High school diploma or equivalent,None,Long-term on-the-job training
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,0,40,40,1.1,0,0,0,12.80,16.40,High school diploma or equivalent,None,Moderate-term on-the-job training
49-3093,Tire Repairers and Changers,1,670,810,2.1,10,20,40,9.60,11.00,High school diploma or equivalent,None,Short-term on-the-job training
49-9000,"Other Installation, Maintenance, and Repair Occupations",,12010,14810,2.3,280,270,550,,,,,
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",4,1050,1220,1.6,20,30,40,16.60,20.70,Postsecondary non-degree award,None,Long-term on-the-job training
49-9031,Home Appliance Repairers,3,200,230,1.5,0,10,10,11.50,17.20,High school diploma or equivalent,None,Moderate-term on-the-job training
49-9041,Industrial Machinery Mechanics,5,1730,2380,3.7,70,50,120,19.20,25.40,High school diploma or equivalent,None,Long-term on-the-job training
49-9043,"Maintenance Workers, Machinery",4,560,720,2.7,20,10,20,15.60,19.80,High school diploma or equivalent,None,Moderate-term on-the-job training
49-9051,Electrical Power-Line Installers and Repairers,4,220,250,1.2,0,10,10,16.30,30.50,High school diploma or equivalent,None,Long-term on-the-job training
49-9052,Telecommunications Line Installers and Repairers,4,680,850,2.5,20,20,30,12.70,17.80,High school diploma or equivalent,None,Long-term on-the-job training
49-9062,Medical Equipment Repairers,5,530,780,4.7,30,20,40,16.10,27.80,Associate's degree,None,Moderate-term on-the-job training
49-9069,"Precision Instrument and Equipment Repairers, All Other",2,60,70,1.8,0,0,0,17.10,18.70,High school diploma or equivalent,None,Long-term on-the-job training
49-9071,"Maintenance and Repair Workers, General",3,5210,6300,2.1,110,100,210,11.20,16.70,High school diploma or equivalent,None,Long-term on-the-job training
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",2,180,200,1,0,0,0,13.20,19.50,High school diploma or equivalent,None,Short-term on-the-job training
49-9094,Locksmiths and Safe Repairers,3,90,120,2.6,0,0,10,14.70,20.40,High school diploma or equivalent,None,Long-term on-the-job training
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",1,340,400,1.9,10,10,20,10.30,13.30,High school diploma or equivalent,None,Moderate-term on-the-job training
49-9099,"Installation, Maintenance, and Repair Workers, All Other",,430,520,1.9,10,10,20,12.90,19.40,High school diploma or equivalent,None,Moderate-term on-the-job training
51-0000,Production Occupations,,38390,44700,1.6,650,760,1410,10.30,15.10,,,
51-1000,Supervisors of Production Workers,,2990,3410,1.4,40,40,80,,,,,
51-1011,First-Line Supervisors of Production and Operating Workers,5,2990,3410,1.4,40,40,80,17.30,25.30,Postsecondary non-degree award,Less than 5 years,None
51-2000,Assemblers and Fabricators,,8090,9460,1.7,140,140,280,,,,,
51-2022,Electrical and Electronic Equipment Assemblers,3,1190,1170,-0.1,0,10,10,11.30,14.50,High school diploma or equivalent,None,Short-term on-the-job training
51-2023,Electromechanical Equipment Assemblers,2,300,300,0.2,0,0,10,15.20,18.80,High school diploma or equivalent,None,Short-term on-the-job training
51-2031,Engine and Other Machine Assemblers,3,100,120,1.6,0,0,0,12.10,15.10,High school diploma or equivalent,None,Short-term on-the-job training
51-2041,Structural Metal Fabricators and Fitters,3,620,790,2.9,20,30,40,15.20,18.30,High school diploma or equivalent,None,Moderate-term on-the-job training
51-2092,Team Assemblers,3,4780,5610,1.7,80,80,160,9.10,12.90,High school diploma or equivalent,None,Moderate-term on-the-job training
51-2099,"Assemblers and Fabricators, All Other",,860,1160,3.4,30,10,40,8.10,11.30,High school diploma or equivalent,None,Moderate-term on-the-job training
51-3000,Food Processing Workers,,3230,3700,1.5,50,80,130,,,,,
51-3011,Bakers,1,1210,1400,1.6,20,30,50,9.30,11.60,Less than high school,None,Long-term on-the-job training
51-3021,Butchers and Meat Cutters,1,310,350,1.6,10,10,10,8.30,12.80,Less than high school,None,Long-term on-the-job training
51-3023,Slaughterers and Meat Packers,1,720,810,1.3,10,20,30,10.90,12.80,Less than high school,None,Short-term on-the-job training
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0,100,120,1.5,0,0,10,13.50,19.40,Less than high school,None,Moderate-term on-the-job training
51-3092,Food Batchmakers,3,560,620,1.1,10,20,20,8.10,10.90,High school diploma or equivalent,None,Moderate-term on-the-job training
51-3099,"Food Processing Workers, All Other",,120,150,2.1,0,0,10,8.10,8.90,Less than high school,None,Moderate-term on-the-job training
51-4000,Metal Workers and Plastic Workers,,7740,9200,1.9,150,150,290,,,,,
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",3,320,430,3.3,10,10,20,12.90,16.40,High school diploma or equivalent,None,Moderate-term on-the-job training
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",,40,50,2.8,0,0,0,12.80,16.10,High school diploma or equivalent,None,Moderate-term on-the-job training
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0,390,450,1.5,10,0,10,10.90,15.20,High school diploma or equivalent,None,Moderate-term on-the-job training
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0,240,260,0.5,0,10,10,10.20,12.00,High school diploma or equivalent,None,Moderate-term on-the-job training
51-4041,Machinists,4,1520,1900,2.5,40,40,70,15.90,21.90,High school diploma or equivalent,None,Long-term on-the-job training
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0,750,780,0.5,0,10,10,9.90,13.30,High school diploma or equivalent,None,Moderate-term on-the-job training
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0,840,900,0.7,10,20,20,13.00,17.20,High school diploma or equivalent,None,Moderate-term on-the-job training
51-4111,Tool and Die Makers,2,180,220,2.4,0,0,10,17.80,25.10,High school diploma or equivalent,None,Long-term on-the-job training
51-4121,"Welders, Cutters, Solderers, and Brazers",4,1640,1980,2,30,40,70,14.50,17.70,High school diploma or equivalent,None,Moderate-term on-the-job training
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",4,60,80,3.4,0,0,0,10.20,14.40,High school diploma or equivalent,None,Moderate-term on-the-job training
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",3,50,70,3.1,0,0,0,11.50,14.20,High school diploma or equivalent,None,Moderate-term on-the-job training
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",0,200,200,0.2,0,0,0,9.80,13.60,High school diploma or equivalent,None,Moderate-term on-the-job training
51-5100,Printing Workers,,1880,1750,-0.7,0,30,30,,,,,
51-5111,Prepress Technicians and Workers,0,190,170,-1.1,0,10,10,11.90,17.70,Postsecondary non-degree award,None,None
51-5112,Printing Press Operators,0,960,930,-0.4,0,20,20,10.10,14.00,High school diploma or equivalent,None,Moderate-term on-the-job training
51-5113,Print Binding and Finishing Workers,0,720,660,-0.9,0,10,10,9.70,12.20,High school diploma or equivalent,None,Short-term on-the-job training
51-6000,"Textile, Apparel, and Furnishings Workers",,2620,2970,1.3,40,40,80,,,,,
51-6011,Laundry and Dry-Cleaning Workers,1,910,1080,1.9,20,30,40,8.10,10.20,Less than high school,None,Short-term on-the-job training
51-6021,"Pressers, Textile, Garment, and Related Materials",0,180,200,1.2,0,0,0,8.10,9.10,Less than high school,None,Short-term on-the-job training
51-6031,Sewing Machine Operators,0,870,940,0.8,10,0,10,9.30,12.10,Less than high school,None,Short-term on-the-job training
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",0,190,200,0.7,0,0,0,9.10,12.60,High school diploma or equivalent,None,Moderate-term on-the-job training
51-6093,Upholsterers,3,100,130,2.7,0,0,10,12.50,15.90,High school diploma or equivalent,None,Moderate-term on-the-job training
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",,90,120,3.9,0,0,0,8.00,8.60,High school diploma or equivalent,None,Short-term on-the-job training
51-7000,Woodworkers,,1450,1650,1.4,20,10,30,,,,,
51-7011,Cabinetmakers and Bench Carpenters,3,950,1070,1.3,10,10,20,12.20,15.40,High school diploma or equivalent,None,Moderate-term on-the-job training
51-7021,Furniture Finishers,0,110,110,0.2,0,0,0,14.50,18.40,High school diploma or equivalent,None,Short-term on-the-job training
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",1,70,80,2.1,0,0,0,8.50,12.70,High school diploma or equivalent,None,Short-term on-the-job training
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",3,280,340,2.2,10,0,10,11.10,13.40,High school diploma or equivalent,None,Short-term on-the-job training
51-8000,Plant and System Operators,,1020,1170,1.5,20,40,50,,,,,
51-8021,Stationary Engineers and Boiler Operators,2,90,100,1,0,0,0,16.40,20.80,High school diploma or equivalent,None,Long-term on-the-job training
51-8031,Water and Wastewater Treatment Plant and System Operators,4,450,520,1.7,10,20,20,14.90,22.50,High school diploma or equivalent,None,Long-term on-the-job training
51-8092,Gas Plant Operators,2,40,40,0.2,0,0,0,23.30,28.80,High school diploma or equivalent,None,Long-term on-the-job training
51-9000,Other Production Occupations,,9390,11400,2.1,200,220,430,,,,,
51-9011,Chemical Equipment Operators and Tenders,3,160,180,1.2,0,10,10,14.20,19.70,High school diploma or equivalent,None,Moderate-term on-the-job training
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0,70,80,0.7,0,0,0,9.40,11.90,High school diploma or equivalent,None,Moderate-term on-the-job training
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",3,440,550,2.3,10,10,20,10.60,15.10,High school diploma or equivalent,None,Moderate-term on-the-job training
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",0,150,160,0.5,0,0,0,10.90,13.40,High school diploma or equivalent,None,Short-term on-the-job training
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3,270,330,2.2,10,10,10,11.40,15.80,High school diploma or equivalent,None,Moderate-term on-the-job training
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",4,2110,2600,2.3,50,50,100,12.10,17.90,High school diploma or equivalent,None,Moderate-term on-the-job training
51-9082,Medical Appliance Technicians,3,480,660,3.7,20,20,30,9.70,16.10,High school diploma or equivalent,None,Long-term on-the-job training
51-9111,Packaging and Filling Machine Operators and Tenders,1,1270,1550,2.2,30,30,60,8.80,12.80,High school diploma or equivalent,None,Moderate-term on-the-job training
51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3,340,380,1.1,0,10,10,11.20,15.50,High school diploma or equivalent,None,Moderate-term on-the-job training
51-9122,"Painters, Transportation Equipment",4,180,230,2.9,10,0,10,13.50,20.70,High school diploma or equivalent,None,Moderate-term on-the-job training
51-9123,"Painting, Coating, and Decorating Workers",0,70,90,2.1,0,0,0,8.70,12.70,Less than high school,None,Moderate-term on-the-job training
51-9141,Semiconductor Processors,2,100,80,-2.1,0,0,0,10.70,11.20,Associate's degree,None,Moderate-term on-the-job training
51-9151,Photographic Process Workers and Processing Machine Operators,0,60,70,0.8,0,0,0,9.50,13.30,High school diploma or equivalent,None,Short-term on-the-job training
51-9193,Cooling and Freezing Equipment Operators and Tenders,2,80,100,2.4,0,0,0,14.10,19.50,High school diploma or equivalent,None,Moderate-term on-the-job training
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",3,220,250,1.4,0,10,10,12.50,16.60,High school diploma or equivalent,None,Long-term on-the-job training
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",2,270,270,0,0,0,0,12.60,16.40,High school diploma or equivalent,None,Moderate-term on-the-job training
51-9198,Helpers--Production Workers,1,1220,1430,1.8,20,20,40,9.10,11.40,Less than high school,None,Short-term on-the-job training
51-9199,"Production Workers, All Other",,770,980,2.7,20,20,40,8.70,13.60,High school diploma or equivalent,None,Moderate-term on-the-job training
53-0000,Transportation and Material Moving Occupations,,42720,52580,2.3,990,980,1960,9.40,15.00,,,
53-1000,Supervisors of Transportation and Material Moving Workers,,2090,2660,2.7,60,60,110,,,,,
53-1011,Aircraft Cargo Handling Supervisors,,70,80,2.2,0,0,0,13.50,17.40,High school diploma or equivalent,Less than 5 years,None
53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",4,1230,1620,3.2,40,30,70,15.20,22.30,High school diploma or equivalent,Less than 5 years,None
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,5,790,950,2.1,20,20,40,19.20,26.50,High school diploma or equivalent,Less than 5 years,None
53-2000,Air Transportation Workers,,3130,3520,1.2,40,80,120,,,,,
53-3000,Motor Vehicle Operators,,18960,23240,2.3,430,300,730,,,,,
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",,40,40,2.6,0,0,0,12.90,13.40,High school diploma or equivalent,None,Moderate-term on-the-job training
53-3021,"Bus Drivers, Transit and Intercity",3,730,850,1.7,10,10,30,11.90,16.90,High school diploma or equivalent,None,Moderate-term on-the-job training
53-3022,"Bus Drivers, School or Special Client",1,500,590,1.7,10,10,20,15.20,17.50,High school diploma or equivalent,None,Short-term on-the-job training
53-3031,Driver/Sales Workers,1,2080,2560,2.3,50,30,80,8.10,9.80,High school diploma or equivalent,None,Short-term on-the-job training
53-3032,Heavy and Tractor-Trailer Truck Drivers,4,10710,13220,2.3,250,170,420,13.30,19.60,Postsecondary non-degree award,None,Short-term on-the-job training
53-3033,Light Truck or Delivery Services Drivers,1,3840,4680,2.2,80,60,150,9.40,13.50,High school diploma or equivalent,None,Short-term on-the-job training
53-3041,Taxi Drivers and Chauffeurs,1,910,1160,2.6,20,10,40,8.60,11.20,Less than high school,None,Short-term on-the-job training
53-3099,"Motor Vehicle Operators, All Other",,140,150,0.6,0,0,10,11.50,21.20,High school diploma or equivalent,None,Short-term on-the-job training
53-6000,Other Transportation Workers,,1100,1340,2.4,20,30,60,,,,,
53-6021,Parking Lot Attendants,1,380,460,2,10,20,30,8.30,10.40,Less than high school,None,Short-term on-the-job training
53-6031,Automotive and Watercraft Service Attendants,1,350,440,2.8,10,10,20,9.50,11.20,Less than high school,None,Short-term on-the-job training
53-6061,"Transportation Attendants, Except Flight Attendants",0,110,130,1.6,0,0,0,9.00,12.90,High school diploma or equivalent,None,Short-term on-the-job training
53-6099,"Transportation Workers, All Other",,110,140,2.9,0,0,10,10.40,21.90,High school diploma or equivalent,None,Short-term on-the-job training
53-7000,Material Moving Workers,,16980,21360,2.6,440,480,920,,,,,
53-7021,Crane and Tower Operators,2,160,180,1.4,0,10,10,23.20,25.90,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
53-7051,Industrial Truck and Tractor Operators,3,1550,1740,1.2,20,40,60,11.70,15.70,Less than high school,None,Short-term on-the-job training
53-7061,Cleaners of Vehicles and Equipment,1,1700,2110,2.4,40,50,90,8.10,9.50,Less than high school,None,Short-term on-the-job training
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1,9780,12720,3,290,300,600,9.30,12.10,Less than high school,None,Short-term on-the-job training
53-7063,Machine Feeders and Offbearers,3,310,430,4,10,10,20,10.80,16.30,Less than high school,None,Short-term on-the-job training
53-7064,"Packers and Packagers, Hand",1,2810,3390,2.1,60,70,130,8.10,9.70,Less than high school,None,Short-term on-the-job training
53-7081,Refuse and Recyclable Material Collectors,3,290,360,2.4,10,10,10,13.90,17.10,Less than high school,None,Short-term on-the-job training
